starttime	seconds	ctime	dtime	ttime	wait
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	14	14	14
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	14
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	14
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	14
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	14
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	14
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	14
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	14
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:05 2012	1350343925	1	13	15	13
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	15	15	15
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	15
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	15
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:05 2012	1350343925	1	14	16	14
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
